Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
Edelweiss Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.56,5,97,3,1056,0.75,-2.06,-3.17,-3.16,1.46,27.49,12.25,0.0,1,0,0,21.93,0.7,0.8,25.1,25.08,26.97,21.67,5000,1.5,2,0,4,1,0,8
Edelweiss Greater China Equity Off-shore Fund - Direct Plan,EQ-INTL,1,0,0,1.44,5,122,2,1898,3.21,-1.74,3.73,14.29,-5.11,9.51,6.86,11.72,0,0,0,25.8,0.24,0.5,42.01,41.46,45.24,30.88,5000,3.5,9,0,8,1,0,8
Edelweiss Large Cap Fund - Direct Plan,EQ-LC,1,0,0,0.93,5,122,4,399,1.09,-1.55,-2.64,-0.15,4.2,26.02,12.99,14.71,1,0,0,21.34,0.66,0.77,60.53,60.37,64.41,51.63,5000,5.9,9,0,2,1,1,0
Edelweiss Large & Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.6,5,122,4,1711,0.48,-2.29,-4.47,-5.74,1.05,27.8,13.35,15.9,1,0,0,21.52,0.74,0.85,58.04,57.91,63.27,50.59,5000,1.5,1,0,2,1,1,0
Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan,EQ-ELSS,1,0,0,0.69,5,122,3,209,0.76,-2.05,-3.24,-3.39,0.31,25.63,10.35,14.33,1,0,0,22.01,0.62,0.68,78.42,78.34,84.31,68.33,500,1.2,2,0,2,1,1,0
Edelweiss Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,0.57,5,122,4,2531,0.02,-1.84,-3.35,-6.29,4.72,35.48,14.08,21.27,0,0,1,24.6,0.88,0.98,56.87,56.82,61.81,48.0,5000,1.5,2,0,6,1,1,6
Edelweiss Recently Listed IPO Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.61,5,61,2,860,-0.1,-2.78,-4.36,-14.41,-13.56,24.24,11.44,0.0,1,0,0,22.25,0.59,0.65,16.18,16.17,19.77,15.65,5000,5.1,9,0,4,1,0,8
Edelweiss Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.6,5,49,4,1458,-0.03,-1.81,-3.04,-5.17,3.21,42.56,0.0,0.0,1,0,0,25.18,1.05,1.17,25.97,25.88,27.95,21.87,5000,1.6,2,0,4,1,0,8
Edelweiss US Value Equity Off-shore Fund - Direct Plan,EQ-INTL,1,0,0,1.43,5,115,2,90,2.9,-4.14,-1.81,7.28,0.7,24.41,12.25,0.0,0,0,0,17.45,0.84,1.5,26.46,26.37,28.43,23.14,5000,3.5,9,-1,8,1,0,8
Franklin Asian Equity Fund - Direct Plan,EQ-INTL,1,0,0,1.67,5,122,2,280,1.7,-1.78,-0.29,7.89,-6.53,9.11,2.32,7.77,1,0,0,20.63,0.06,0.12,26.88,26.47,29.22,22.35,5000,1.4,2,0,8,1,0,8
Franklin Build India Fund - Direct Plan,EQ-INFRA,1,0,0,1.3,5,122,3,1184,0.66,0.26,-1.04,1.49,15.24,36.11,13.55,20.13,1,0,0,25.84,0.82,0.93,79.04,78.93,83.15,63.01,5000,1.4,2,0,2,1,1,0
Franklin India Bluechip Fund - Direct Plan,EQ-LC,1,0,0,1.01,5,122,2,6206,1.17,-2.02,-4.47,-2.97,-0.96,25.04,9.74,12.38,1,0,0,22.32,0.62,0.72,721.88,718.69,784.28,655.88,5000,10.2,9,0,2,1,1,0
Franklin India Equity Advantage Fund - Direct Plan,EQ-L&MC,1,0,0,1.37,5,122,2,2557,0.92,-1.93,-4.8,-5.71,-0.97,27.84,9.43,14.15,1,0,0,25.42,0.6,0.65,124.38,123.85,135.94,114.33,5000,9.1,3,0,2,1,1,0
Franklin India Feeder Franklin US Opportunities Fund - Direct Plan,EQ-INTL,1,0,0,0.72,5,122,2,2880,1.53,0.46,6.58,5.69,-14.94,16.76,11.88,14.73,0,0,0,23.47,0.33,0.64,48.45,49.16,58.75,42.8,5000,1.4,2,-1,8,1,1,0
Franklin India Feeder - Templeton European Opportunities Fund Direct Plan,EQ-INTL,1,0,0,0.46,5,106,2,19,0.12,-0.15,4.02,22.66,0.63,15.08,-0.29,0.0,0,0,0,21.26,0.11,0.14,10.43,10.51,10.79,7.91,5000,1.4,2,-1,8,1,4,7
Franklin India Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.1,5,122,4,9989,1.2,-0.66,-4.81,-2.09,3.16,31.16,12.22,16.11,1,0,0,23.02,0.79,0.85,1051.735,1049.25,1144.167,906.68,5000,10.2,9,0,2,1,1,0
Franklin India Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,1.16,5,122,4,8023,0.24,-2.67,-5.92,-4.2,4.79,30.89,13.09,18.37,1,0,0,24.68,0.75,0.87,73.67,73.51,80.93,63.49,5000,6.9,2,0,2,1,1,0
Franklin India NSE Nifty 50 Index - Direct Plan,EQ-LC,1,0,0,0.24,5,122,3,482,1.05,-2.3,-5.32,-2.59,0.02,25.61,11.72,12.31,1,0,0,21.97,0.63,0.78,142.02,141.66,155.66,126.24,5000,7.3,2,0,2,1,1,0
Franklin India Opportunities Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.79,5,122,2,657,1.2,1.16,0.63,-1.78,7.89,30.97,11.52,15.59,1,0,0,22.44,0.79,0.93,128.11,127.74,134.07,103.79,5000,10.0,3,0,2,1,1,0
Franklin India Prima Fund - Direct Plan,EQ-MC,1,0,0,1.06,5,122,2,7360,0.25,-1.73,-3.96,-5.76,4.77,26.72,10.11,18.19,0,0,1,24.33,0.63,0.72,1612.779,1607.191,1750.422,1357.127,5000,10.2,3,0,2,1,1,6
Franklin India Smaller Companies Fund - Direct Plan,EQ-SC,1,0,0,1.03,5,122,2,7309,0.2,-0.16,1.33,0.83,10.1,38.83,11.37,21.09,1,0,0,26.29,0.91,0.92,106.05,105.82,109.76,84.2,5000,10.2,1,0,2,1,1,0
Franklin India Taxshield Fund - Direct Plan,EQ-ELSS,1,0,0,1.12,5,122,3,4584,1.18,-0.68,-4.72,-1.78,4.31,29.3,11.5,15.34,1,0,0,23.85,0.68,0.73,948.94,946.87,1031.373,813.33,500,6.9,9,0,2,1,1,0
Franklin India Technology Fund - Direct Plan,EQ-IT,1,0,0,1.22,5,122,2,712,0.17,-3.38,1.84,5.87,-13.45,29.83,16.12,15.82,1,0,0,21.71,0.85,1.14,308.05,308.43,361.65,285.95,5000,10.2,9,0,2,1,1,0
HDFC Capital Builder Value Fund - Direct Plan,EQ-VAL,1,0,0,1.04,5,122,2,5227,1.08,-1.24,-4.29,-1.78,2.16,30.84,9.81,15.54,1,0,0,23.24,0.71,0.75,473.16,472.46,513.53,404.62,100,1.2,2,0,2,1,1,0
HDFC Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.0,5,122,4,31673,0.74,-1.22,-3.01,1.16,11.73,34.5,14.2,16.09,1,0,0,24.21,0.84,1.0,1196.027,1194.606,1275.049,987.78,100,0.6,3,0,2,1,1,0
HDFC Focused 30 Fund - Direct Plan,EQ-FLX,1,0,0,0.54,5,122,3,3610,0.86,-0.92,-2.16,1.44,15.43,35.78,12.3,15.22,0,0,1,23.02,0.92,1.07,143.5,143.3,151.5,117.26,100,1.2,3,0,6,1,1,6
HDFC Housing Opportunities Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.28,5,63,2,1082,1.13,0.93,-4.31,-0.74,9.77,27.08,7.92,0.0,1,0,0,25.67,0.56,0.67,14.04,14.0,15.32,11.37,100,3.8,2,0,4,1,0,8
HDFC Index Fund Nifty 50 Plan - Direct Plan,EQ-LC,1,0,0,0.2,5,122,3,7457,1.05,-2.31,-5.34,-2.58,-0.02,26.09,12.1,12.76,1,0,0,22.28,0.63,0.78,162.31,161.89,177.96,144.11,100,2.6,6,0,2,1,1,0
HDFC Index Fund - S&P BSE Sensex Plan - Direct Plan,EQ-LC,1,0,0,0.2,5,122,4,4210,1.14,-2.58,-4.19,-1.3,1.44,25.89,12.93,13.12,1,0,0,22.35,0.63,0.79,537.93,536.64,584.22,472.46,100,2.6,6,0,2,1,1,0
HDFC Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.75,5,122,1,593,-0.1,0.94,-3.2,-0.48,16.47,34.23,5.29,10.31,0,0,1,30.76,0.65,0.82,24.86,24.89,27.16,19.48,100,3.8,2,0,6,1,1,6
HDFC Large and Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,1.03,5,122,3,7898,0.5,-1.61,-3.63,-3.03,6.04,33.38,13.07,12.13,1,0,0,23.75,0.82,0.96,197.53,196.82,213.41,168.78,100,2.7,2,0,2,1,1,0
HDFC Mid-Cap Opportunities Fund - Direct Plan,EQ-MC,1,0,0,0.95,5,122,3,35010,0.01,-1.06,-1.88,-1.57,11.94,34.2,13.24,20.26,0,0,1,24.39,0.85,0.88,107.64,107.47,114.76,86.62,100,10.2,3,0,6,1,1,6
HDFC Nifty 50 ETF,EQ-LC,1,0,0,0.05,5,87,2,1948,1.06,-2.29,-5.3,-2.51,0.18,26.46,12.34,0.0,1,0,0,22.29,0.65,0.79,185.74,185.26,203.55,164.68,5000,2.6,6,0,4,1,0,8
HDFC Retirement Savings Fund Equity Plan - Direct Plan,EQ-FLX,1,0,0,0.78,5,85,5,2697,0.62,-0.86,0.0,2.15,11.36,34.99,14.98,0.0,1,0,0,21.41,0.99,1.09,34.32,34.19,35.43,28.42,100,7.1,8,0,4,1,1,0
HDFC Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.8,5,122,3,14649,0.38,0.42,2.67,3.31,13.29,43.75,13.82,19.78,1,0,0,27.71,0.95,1.05,88.83,88.16,91.15,67.51,100,8.7,3,0,2,1,1,0
HDFC S&P BSE Sensex ETF,EQ-LC,1,0,0,0.05,5,87,2,307,1.14,-2.57,-4.14,-1.2,1.65,26.1,13.23,0.0,1,0,0,22.27,0.64,0.81,633.55,632.03,687.64,555.73,5000,2.6,6,0,4,1,0,8
HDFC Taxsaver Fund - Direct Plan,EQ-ELSS,1,0,0,1.15,5,122,2,9723,0.8,-1.07,-2.92,0.04,9.97,30.94,10.27,14.15,1,0,0,21.53,0.79,0.87,842.69,841.79,901.16,712.55,500,1.2,3,0,2,1,1,0
HDFC Top 100 Fund - Direct Plan,EQ-LC,1,0,0,1.11,5,122,2,22139,0.87,-1.47,-2.94,0.88,6.57,28.49,11.9,14.05,1,0,0,22.43,0.71,0.87,778.13,776.81,827.5,665.45,100,0.6,1,0,2,1,1,0
HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Direct Plan,EQ-INTL,1,0,0,1.29,5,109,2,8,1.8,0.22,3.85,11.82,-4.02,14.05,6.01,0.0,0,0,0,18.0,0.3,0.51,19.24,19.0,20.23,15.87,5000,0.3,3,0,8,1,0,8
HSBC Brazil Fund - Direct Plan,EQ-INTL,1,0,0,1.69,5,122,2,31,0.63,-9.83,-9.15,-13.63,-17.73,4.36,-6.11,0.0,0,0,0,37.84,-0.1,-0.15,6.32,6.34,8.37,5.95,5000,0.3,3,-1,2,1,0,8
HSBC Business Cycles Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.42,5,103,2,536,0.63,-0.54,-1.26,-3.82,6.38,28.01,8.84,0.0,1,0,0,25.69,0.58,0.6,25.28,25.24,27.06,21.02,5000,8.7,4,0,4,1,0,8
HSBC ELSS Fund - Direct Plan,EQ-ELSS,1,0,0,1.16,5,122,1,3007,1.18,-1.81,-2.58,-4.31,-1.21,24.02,8.0,14.12,1,0,0,22.7,0.55,0.59,82.07,81.93,87.78,70.82,500,1.7,5,0,2,1,1,0
HSBC Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.23,5,122,2,3097,0.83,-1.53,-2.09,-2.02,-1.43,26.58,9.44,14.86,1,0,0,22.83,0.6,0.65,138.34,137.64,146.45,119.45,5000,0.3,4,0,2,1,1,0
HSBC Global Emerging Markets Fund - Direct Plan,EQ-INTL,1,0,0,1.7,5,122,2,18,2.59,-3.39,-0.68,2.93,-12.36,10.9,2.17,0.0,0,0,0,19.27,0.16,0.3,17.29,17.05,19.98,15.63,5000,0.3,3,0,8,1,0,8
HSBC Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.14,5,122,2,1476,0.65,0.97,3.74,0.67,11.32,33.5,9.32,17.41,1,0,0,24.27,0.77,0.82,28.1,28.03,28.64,22.31,5000,3.3,5,0,2,1,1,0
HSBC Large and Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,1.08,5,48,2,1992,1.3,-1.66,-2.04,-3.76,-0.92,25.62,0.0,0.0,1,0,0,22.28,0.62,0.68,16.15,16.12,17.22,14.06,5000,4.0,3,0,4,1,0,8
HSBC Large Cap Fund - Direct Plan,EQ-LC,1,0,0,1.26,5,122,2,1405,1.24,-2.09,-4.79,-3.78,-0.04,23.22,10.59,12.81,1,0,0,21.59,0.57,0.71,333.16,332.43,362.76,291.81,5000,9.8,1,0,2,1,1,0
HSBC Midcap Fund - Direct Plan,EQ-MC,1,0,0,0.74,5,122,2,6981,-0.19,-1.66,-2.63,-4.12,2.17,26.16,9.03,19.52,0,0,1,22.16,0.63,0.64,222.13,221.45,235.7,193.57,5000,6.7,3,0,6,1,1,6
HSBC Small Cap Fund- Direct Plan,EQ-SC,1,0,0,0.77,5,106,3,8626,-0.12,-0.83,1.0,-2.14,5.52,44.82,12.94,0.0,1,0,0,26.74,1.0,1.04,50.86,50.59,52.95,41.8,5000,3.3,4,0,4,1,1,0
HSBC Tax Saver Equity Fund - Direct Plan,EQ-ELSS,1,0,0,1.3,5,122,2,176,1.57,-1.9,-5.76,-5.41,-2.59,24.8,9.1,14.23,1,0,0,23.1,0.53,0.59,58.46,58.3,64.7,52.19,5000,3.7,3,0,2,1,1,0
HSBC Value Fund - Direct Plan,EQ-VAL,1,0,0,0.84,5,122,3,7782,0.68,-0.6,-0.69,2.07,6.39,33.14,11.81,19.06,1,0,0,24.65,0.76,0.79,65.44,65.2,68.42,52.92,5000,10.2,4,0,2,1,1,0
ICICI Prudential Banking and Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.09,5,122,3,5871,2.36,-0.31,-5.41,-2.54,6.95,24.83,9.7,16.51,1,0,0,32.77,0.38,0.42,94.27,93.91,102.64,79.57,5000,5.1,2,0,4,1,1,0
ICICI Prudential BHARAT 22 FOF - Direct Plan,EQ-LC,1,0,0,0.08,5,57,5,89,0.17,0.22,2.45,7.69,22.15,34.94,0.0,0.0,0,0,1,25.35,0.83,1.03,17.28,17.32,17.68,12.95,5000,4.8,17,-1,6,1,0,6
ICICI Prudential Bharat Consumption Fund - Direct Plan,EQ-Consumption,1,0,0,1.54,5,47,3,1867,1.06,-1.33,-2.69,-3.84,10.9,22.9,0.0,0.0,1,0,0,16.98,0.71,0.77,16.28,16.2,17.25,14.58,5000,0.9,13,0,4,1,0,8
ICICI Prudential Bluechip Fund - Direct Plan,EQ-LC,1,0,0,1.06,5,122,4,34199,1.35,-1.52,-3.61,0.41,3.68,28.22,12.48,15.23,1,0,0,20.96,0.75,0.84,72.67,72.49,77.85,63.12,100,4.5,2,0,2,1,1,0
ICICI Prudential Commodities Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.03,5,41,2,844,-0.11,0.0,-2.66,3.19,8.7,56.94,0.0,0.0,0,1,0,31.24,1.2,1.55,27.86,27.79,30.08,21.83,5000,2.7,2,-1,1,1,0,5
ICICI Prudential Dividend Yield Equity Fund - Direct Plan,EQ-DIV Y,1,0,0,0.65,5,106,2,1258,0.32,-0.89,-0.19,4.5,7.52,37.62,12.23,0.0,1,0,0,20.25,1.14,1.4,31.33,31.29,32.43,25.91,5000,5.1,1,0,4,1,1,8
ICICI Prudential Exports and Services Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.76,5,122,2,1041,0.87,-0.88,-3.42,1.73,5.57,30.71,11.56,18.17,1,0,0,20.21,0.87,0.91,102.38,102.2,108.88,89.73,5000,5.7,13,0,2,1,1,0
ICICI Prudential FMCG Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.45,5,122,2,1156,1.17,-1.11,0.21,1.7,21.13,24.46,13.46,14.95,1,0,0,14.38,0.96,1.3,417.79,415.89,428.11,344.24,5000,0.7,1,0,2,1,1,0
ICICI Prudential Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,0.59,5,122,4,3921,1.65,-1.17,-3.58,-0.25,5.5,31.21,13.57,14.72,1,0,0,19.18,1.05,1.41,55.97,55.81,60.09,48.04,5000,0.6,13,0,2,1,1,0
ICICI Prudential Global Advantage Fund (FOF) - Direct Plan,EQ-INTL,1,0,0,0.44,5,41,2,325,1.95,-0.53,4.47,13.73,-2.15,11.5,0.0,0.0,0,0,1,16.09,0.18,0.32,12.89,12.78,13.64,10.65,100,3.5,13,-1,8,1,0,6
ICICI Prudential Global Stable Equity Fund (FOF) - Direct Plan,EQ-INTL,1,0,0,1.26,5,114,2,111,2.01,-2.14,1.96,11.66,3.36,17.99,10.3,0.0,0,0,0,14.39,0.68,1.22,23.37,23.09,24.16,20.02,5000,9.5,3,-1,8,1,0,8
ICICI Prudential India Equity FOF - Direct Plan,EQ-FLX,1,0,0,0.87,5,37,5,63,0.05,-2.87,-3.65,-1.56,4.88,32.19,0.0,0.0,1,0,0,21.1,0.91,1.02,17.61,17.56,18.81,15.55,500,3.1,2,0,4,1,0,8
ICICI Prudential India Opportunities Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.72,5,50,2,7644,1.02,-0.86,-3.04,1.07,12.79,39.92,0.0,0.0,0,0,1,25.34,1.0,1.23,20.72,20.65,21.99,17.06,5000,4.2,13,0,6,1,0,6
ICICI Prudential Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.64,5,122,5,2270,0.07,1.62,1.27,8.15,23.57,43.84,15.14,16.0,1,0,0,26.91,1.0,1.18,107.7,107.83,110.66,81.11,5000,5.8,2,0,2,1,1,0
ICICI Prudential Large & Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,1.08,5,122,4,7044,0.78,-1.5,-3.47,-0.41,9.1,33.21,13.81,15.6,1,0,0,23.86,0.84,0.92,619.19,617.91,659.59,527.27,5000,0.8,2,0,2,1,1,0
ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan,EQ-ELSS,1,0,0,1.25,5,122,3,9819,0.82,-2.04,-5.5,-3.81,-0.87,27.18,11.6,15.85,1,0,0,22.67,0.67,0.77,627.78,626.32,688.69,560.98,500,4.4,2,0,2,1,1,0
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan,EQ-ELSS,1,0,0,0.97,5,60,2,32,0.47,-3.15,-5.49,-5.39,7.63,26.58,0.0,0.0,1,0,0,24.48,0.57,0.59,17.2,17.19,18.79,14.87,500,5.3,1,0,4,1,0,8
ICICI Prudential Manufacturing Fund - Direct Plan,EQ-THEMATIC,1,0,0,1.7,5,53,2,646,1.06,-0.37,-0.93,0.9,8.22,35.6,0.0,0.0,0,0,1,23.04,0.94,1.08,19.08,19.03,19.92,16.17,5000,4.5,2,0,6,1,0,6
ICICI Prudential Midcap Fund - Direct Plan,EQ-MC,1,0,0,1.17,5,122,3,3493,0.25,-1.56,-5.0,-6.38,3.68,32.97,11.17,19.07,0,0,1,25.54,0.75,0.82,173.77,173.36,190.78,152.44,5000,0.6,2,0,6,1,1,6
ICICI Prudential MNC Fund - Direct Plan,EQ-MNC,1,0,0,0.84,5,45,2,1285,0.41,-1.51,-2.69,-3.7,1.3,32.89,0.0,0.0,1,0,0,18.36,1.11,1.24,19.51,19.4,20.83,17.43,5000,0.6,2,0,4,1,0,8
ICICI Prudential Multicap Fund - Direct Plan,EQ-MLC,1,0,0,1.02,5,122,2,6929,0.38,-1.99,-2.96,-1.81,5.41,29.19,11.99,15.96,1,0,0,23.31,0.71,0.78,492.81,491.26,528.35,420.99,5000,0.6,13,0,2,1,1,0
ICICI Prudential Nifty 100 ETF,EQ-LC,1,0,0,0.48,5,115,2,50,1.19,-1.81,-6.86,-5.58,-2.07,25.06,11.03,0.0,1,0,0,22.02,0.6,0.74,185.85,185.25,207.18,168.24,5000,9.7,17,0,2,1,0,8
ICICI Prudential Nifty 100 Low Volatility 30 ETF,EQ-LC,1,0,0,0.41,5,68,2,1661,1.02,-1.26,-3.5,-1.04,3.43,23.85,11.8,0.0,1,0,0,16.76,0.82,1.1,138.99,138.55,148.65,124.02,5000,5.8,17,0,2,1,0,8
ICICI Prudential Nifty 50 ETF,EQ-LC,1,0,0,0.05,5,120,2,4632,1.06,-2.29,-5.3,-2.5,0.2,26.45,12.35,12.98,1,0,0,22.25,0.65,0.8,186.63,186.15,204.52,165.44,5000,10.1,17,0,2,1,1,0
ICICI Prudential Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.16,5,122,3,3977,1.05,-2.31,-5.35,-2.6,0.0,26.13,12.06,12.76,1,0,0,22.21,0.64,0.79,175.5,175.05,192.45,155.81,100,10.2,17,0,2,1,1,0
ICICI Prudential Nifty50 Value 20 ETF,EQ-VAL,1,0,0,0.12,5,81,2,62,-0.71,-3.9,-0.47,4.68,1.37,30.35,16.42,0.0,1,0,0,17.85,1.07,1.49,98.89,98.77,104.86,83.87,5000,6.8,17,0,4,1,0,8
ICICI Prudential Nifty Bank ETF,EQ-BANK,1,0,0,0.15,5,44,2,2873,2.43,0.0,-5.72,-1.63,10.73,25.7,0.0,0.0,1,0,0,33.4,0.39,0.48,40.08,39.97,397.7,37.75,5000,3.7,17,0,4,1,0,8
ICICI Prudential Nifty Midcap 150 ETF,EQ-MC,1,0,0,0.15,5,38,2,154,0.27,-1.05,-3.81,-5.92,4.78,33.56,0.0,0.0,0,0,1,25.5,0.79,0.9,115.55,115.23,125.76,97.17,5000,3.2,17,0,6,1,0,6
ICICI Prudential Nifty Next 50 ETF,EQ-LC,1,0,0,0.1,5,55,2,292,1.67,0.77,-10.16,-13.98,-5.76,22.71,0.0,0.0,0,0,1,22.19,0.49,0.61,39.18,38.92,46.78,36.37,5000,4.6,17,0,6,1,0,6
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.3,5,122,1,2415,1.67,0.76,-10.21,-14.07,-5.97,22.17,6.35,13.57,0,0,1,22.18,0.46,0.59,34.96,34.74,41.79,32.51,100,10.2,17,0,6,1,0,6
ICICI Prudential Nifty Private Bank ETF,EQ-BANK,1,0,0,0.15,5,43,2,1713,2.35,-0.48,-5.58,-2.72,11.11,23.33,0.0,0.0,1,0,0,34.63,0.31,0.37,201.41,200.65,222.4,162.39,5000,3.6,17,0,4,1,0,8
ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan,EQ-FLX,1,0,0,0.06,5,122,3,93,0.83,-2.27,-3.53,0.06,4.86,26.23,10.92,11.84,1,0,0,20.72,0.68,0.76,103.89,103.27,110.89,89.37,5000,4.8,13,0,2,1,1,0
ICICI Prudential Pharma Healthcare And Diagnostics (P.H.D) Fund - Direct Plan,EQ-Pharma,1,0,0,1.21,5,56,2,2538,0.99,-1.37,-5.6,-2.9,-4.9,25.45,0.0,0.0,0,0,1,21.97,0.84,2.07,19.39,19.17,21.15,18.46,5000,2.9,2,0,6,1,0,6
ICICI Prudential Retirement Fund - Pure Equity Plan - Direct Plan,EQ-FLX,1,0,0,1.22,5,49,5,209,0.91,-1.06,-4.76,-4.51,-0.34,31.31,0.0,0.0,0,0,1,21.35,0.84,0.9,17.8,17.78,19.38,16.03,5000,4.1,15,0,6,1,0,6
ICICI Prudential Smallcap Fund - Direct Plan,EQ-SC,1,0,0,0.81,5,122,3,4618,-0.28,-0.43,-1.58,-3.6,7.53,41.91,15.11,17.34,1,0,0,27.43,0.91,1.02,57.38,57.18,60.53,49.49,5000,4.4,2,0,2,1,1,0
ICICI Prudential S&P BSE 500 ETF,EQ-FLX,1,0,0,0.31,5,58,2,76,0.98,-1.61,-6.23,-5.64,-0.66,27.6,0.0,0.0,1,0,0,22.56,0.67,0.78,24.16,24.08,26.75,21.54,5000,4.9,17,0,4,1,0,8
ICICI Prudential S&P BSE Midcap Select ETF,EQ-L&MC,1,0,0,0.15,5,80,2,26,0.31,-1.87,-8.09,-14.68,-8.14,23.83,5.86,0.0,0,0,1,24.76,0.49,0.56,92.56,92.31,109.45,88.83,5000,6.7,17,0,6,1,0,6
ICICI Prudential S&P BSE Sensex ETF,EQ-LC,1,0,0,0.05,5,242,2,426,1.14,-2.57,-4.14,-1.2,1.64,26.12,13.2,13.24,1,0,0,22.25,0.65,0.81,641.48,639.94,696.23,562.52,5000,12.1,17,0,2,1,1,0
ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan,EQ-LC,1,0,0,0.16,5,66,4,695,1.13,-2.6,-4.21,-1.32,1.45,25.77,12.91,0.0,1,0,0,22.05,0.64,0.82,18.77,18.73,20.39,16.49,100,5.5,17,0,4,1,0,8
ICICI Prudential Technology Fund - Direct Plan,EQ-IT,1,0,0,0.98,5,122,2,8993,-0.91,-6.28,-2.71,3.35,-18.62,43.69,21.81,21.05,1,0,0,26.15,1.13,1.56,142.18,141.94,176.27,134.11,5000,2.9,1,-1,2,1,1,0
ICICI Prudential Thematic Advantage Fund (FOF) - Direct,EQ-THEMATIC,1,0,0,0.25,5,122,2,959,0.05,-3.35,-3.84,0.58,5.37,35.37,14.61,0.0,1,0,0,22.96,0.99,1.29,136.93,136.41,145.62,119.4,5000,5.8,13,0,4,1,1,8
ICICI Prudential US Bluechip Equity Fund - Direct Plan,EQ-INTL,1,0,0,1.22,5,122,2,2365,1.17,-1.54,8.49,17.57,1.63,23.22,16.4,16.03,0,0,1,19.54,0.71,1.39,51.0,52.09,55.22,42.07,5000,9.5,3,-1,8,1,1,6
ICICI Prudential Value Discovery Fund - Direct Plan,EQ-VAL,1,0,0,1.22,5,122,4,27450,0.51,-1.48,-1.57,4.27,8.36,36.92,15.08,18.73,0,0,1,19.26,1.22,1.43,295.54,294.89,308.04,246.72,1000,2.2,13,0,6,1,1,6
IDBI Banking & Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.5,5,57,2,81,2.4,-0.77,-5.5,-4.08,4.76,20.23,0.0,0.0,1,0,0,29.75,0.32,0.38,14.09,14.03,15.45,11.84,5000,1.6,10,0,4,1,0,8
IDBI Dividend Yield Fund - Direct Plan,EQ-DIV Y,1,0,0,1.5,5,51,2,85,0.0,-1.96,-3.62,-4.26,-0.34,25.25,0.0,0.0,1,0,0,18.57,0.77,0.9,17.55,17.5,18.92,15.27,5000,1.6,10,0,4,1,0,8
IDBI Equity Advantage Fund - Direct Plan,EQ-ELSS,1,0,0,1.21,5,114,2,456,1.08,-1.63,-3.83,-3.45,0.91,19.64,9.67,0.0,1,0,0,18.84,0.55,0.67,42.22,42.2,45.53,36.49,500,1.6,10,0,4,1,0,8
IDBI Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.17,5,108,3,351,1.22,-2.05,-4.86,-7.07,-2.34,25.92,11.92,0.0,1,0,0,20.45,0.71,0.83,37.2,37.16,41.17,32.66,5000,1.6,10,0,4,1,0,8
