Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
ICICI Prudential All Seasons Bond Fund - Direct Plan,DT-DB,0,1,0,0.62,2,122,5,6755,0.14,0.62,1.62,3.45,6.51,7.48,8.22,9.88,0,0,0,2.24,1.35,2.36,32.695,32.699,32.699,30.401,5000,10.2,15,0,0,4,4,2
ICICI Prudential Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.38,2,122,5,7266,0.12,0.56,1.57,3.21,5.77,6.9,7.16,8.2,0,0,0,1.78,1.19,2.32,28.388,28.387,28.388,26.807,500,10.2,9,0,0,4,4,2
ICICI Prudential Bond Fund - Direct Plan,DT-M to LD,0,1,0,0.6,2,122,3,2223,0.17,0.64,1.37,3.05,5.22,6.92,7.34,8.03,0,0,0,2.68,0.7,1.17,34.931,34.941,34.941,32.706,5000,9.5,15,0,0,4,4,7
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan,DT-Gilt 10Y CD,0,1,0,0.23,2,102,2,563,0.3,0.82,1.33,2.7,3.13,5.17,8.44,0.0,0,0,0,3.72,0.32,0.44,20.589,20.609,20.609,19.223,5000,8.6,9,0,0,4,4,7
ICICI Prudential Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.3,1,122,5,16998,0.11,0.53,1.56,3.33,5.82,7.0,7.35,8.15,0,0,0,1.66,1.47,3.03,25.943,25.941,25.943,24.48,100,5.4,9,0,0,4,4,2
ICICI Prudential Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.88,4,122,4,7584,0.42,0.75,1.46,3.31,5.83,7.96,8.13,8.88,0,0,0,1.58,2.01,3.05,28.65,28.64,28.65,26.996,100,6.4,15,0,0,4,4,2
ICICI Prudential Debt Management Fund (FOF) - Direct Plan,DT-M to LD,0,1,0,0.41,2,122,4,141,0.1,0.56,1.53,3.04,5.84,6.65,6.95,8.23,0,0,0,1.6,1.29,2.89,35.771,35.77,37.075,35.175,100,5.8,15,0,0,4,4,2
ICICI Prudential Floating Interest Fund - Direct Plan,DT-Floater,0,1,0,0.62,1,122,2,11651,0.06,0.52,1.63,3.29,6.35,7.01,7.23,8.19,0,0,0,1.78,1.38,2.81,381.966,381.898,381.966,358.31,500,10.2,9,0,0,4,4,2
ICICI Prudential Gilt Fund - Direct Plan,DT-GL,0,1,0,0.56,1,122,5,2693,0.13,0.61,1.61,3.18,6.34,6.7,8.36,8.59,0,0,0,3.18,0.81,1.21,90.496,90.491,90.496,84.454,5000,10.2,9,0,0,4,4,2
ICICI Prudential Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.2,1,122,2,47246,0.15,0.55,1.66,3.24,5.57,4.34,5.33,6.74,0,0,0,0.36,1.13,5.04,332.478,332.414,332.478,314.956,99,10.2,9,0,0,4,4,2
ICICI Prudential Long Term Bond Fund - Direct Plan,DT-LONG D,0,1,0,1.48,2,122,2,598,0.33,0.68,1.22,2.35,3.74,4.36,7.06,8.0,0,0,0,4.02,0.0,-0.01,80.127,80.167,80.167,74.726,5000,9.5,15,0,0,4,4,7
ICICI Prudential Medium Term Bond Fund - Direct Plan,DT-MD,0,1,0,0.77,3,122,4,6306,0.16,0.6,1.52,3.22,5.59,7.7,7.6,8.51,0,0,0,2.28,1.24,1.64,40.519,40.525,40.525,38.008,5000,6.4,15,0,0,4,4,2
ICICI Prudential Money Market Fund - Direct Plan,DT-MM,0,1,0,0.21,1,122,3,11476,0.15,0.58,1.71,3.29,5.51,5.37,6.15,7.16,0,0,0,0.63,1.82,4.61,323.244,323.111,323.244,306.45,500,9.4,9,0,0,4,4,2
ICICI Prudential Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.1,0,52,3,12838,0.13,0.49,1.55,3.04,5.36,3.85,0.0,0.0,0,0,0,0.32,-0.04,-0.22,1206.476,1206.258,1206.476,114.524,100,4.4,9,0,0,4,4,1
ICICI Prudential Retirement Fund - Pure Debt Plan - Direct Plan,DT-MD,0,1,0,1.29,2,49,3,175,0.11,0.53,1.29,2.62,4.59,6.77,0.0,0.0,0,0,0,2.29,0.94,2.03,13.651,13.649,13.651,12.978,5000,4.1,15,0,0,4,4,7
ICICI Prudential Savings Fund - Direct Plan,DT-LD,0,1,0,0.4,1,122,2,21145,0.12,0.53,1.63,3.23,5.7,6.16,6.67,7.74,0,0,0,1.29,1.34,2.56,460.978,460.805,460.978,436.214,100,10.2,9,0,0,4,4,2
ICICI Prudential Short Term Fund - Direct Plan,DT-SD,0,1,0,0.39,2,122,4,14561,0.11,0.61,1.64,3.47,6.43,7.52,7.74,8.52,0,0,0,1.7,1.66,3.68,54.184,54.184,54.184,50.788,5000,10.2,15,0,0,4,4,2
ICICI Prudential S&P BSE Liquid Rate ETF,DT-LIQ,0,1,0,0.25,0,54,2,4317,0.12,0.48,1.5,2.92,5.14,3.48,0.0,0.0,0,0,0,0.35,-1.08,-3.9,1000.0,1000.0,1000.0,1000.0,5000,4.5,3,0,0,4,4,1
ICICI Prudential Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.39,2,122,4,12447,0.15,0.55,1.71,3.31,5.66,5.85,6.73,8.17,1,0,0,0.66,2.43,4.72,25.227,25.218,25.227,23.881,5000,6.4,15,0,0,4,4,2
IDBI Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.61,3,108,3,23,0.11,0.46,1.32,3.19,4.25,11.25,3.65,0.0,0,0,0,9.96,0.2,0.19,17.088,17.084,17.088,16.16,5000,0.5,6,0,0,4,4,7
IDBI Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.13,1,122,4,763,0.14,0.53,1.63,3.22,5.61,4.43,5.41,6.76,0,0,0,0.36,1.4,6.64,2417.248,2416.793,2417.248,2289.022,5000,5.9,6,0,5,2,2,3
IDBI Short Term Bond Fund - Direct Plan,DT-SD,0,1,0,0.28,1,122,4,30,0.13,0.5,1.41,3.07,4.06,9.34,6.86,7.69,0,0,0,5.04,0.85,2.97,25.147,25.147,25.147,23.831,5000,0.5,6,0,0,4,4,2
IDBI Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.25,1,122,3,198,0.14,0.52,1.57,3.15,5.38,5.06,5.88,7.13,0,0,0,0.7,1.32,1.63,2489.531,2488.869,2489.531,2362.868,5000,0.5,6,0,5,2,2,3
IIFL Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.27,2,117,4,494,0.27,0.41,0.7,2.26,3.32,6.0,6.46,0.0,0,0,0,1.83,0.93,1.56,19.411,19.415,19.415,18.558,10000,2.1,2,0,0,4,4,7
IIFL Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.2,2,112,2,602,0.14,0.53,1.63,3.2,5.5,3.92,4.83,0.0,0,0,0,0.35,0.05,0.17,1729.712,1729.382,1729.712,1639.69,5000,2.1,2,0,5,2,4,1
Indiabulls Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.36,2,51,3,26,0.19,0.64,1.69,3.4,4.16,5.23,0.0,0.0,0,0,0,2.03,0.45,0.79,1302.988,1303.148,1303.148,1236.423,500,2.8,4,0,0,4,4,1
Indiabulls Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.22,1,122,1,213,0.13,0.51,1.6,3.16,5.41,4.05,5.16,6.71,0,0,0,0.35,0.47,2.13,2179.445,2179.066,2179.445,2067.823,500,2.8,4,0,5,2,2,3
Indiabulls Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.18,0,44,1,42,0.12,0.47,1.48,2.92,5.17,3.76,0.0,0.0,0,0,0,0.31,-0.35,-1.6,1157.397,1157.197,1157.397,1100.565,500,2.8,4,0,0,4,4,1
Indiabulls Short Term Fund - Direct Plan,DT-SD,0,1,0,0.38,2,114,2,25,0.22,0.71,1.74,3.46,4.42,5.09,5.9,0.0,0,0,0,1.51,0.61,0.98,2009.604,2009.84,2009.84,1903.6,500,4.9,4,0,5,2,2,1
Invesco India Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.28,2,122,1,131,0.22,0.6,1.44,2.87,2.33,5.78,6.43,7.08,0,0,0,3.45,0.22,0.29,2024.743,2024.626,2024.743,1925.871,1000,2.5,9,0,5,2,2,1
Invesco India Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.28,2,122,3,2066,0.17,0.56,1.39,2.96,3.71,6.38,6.88,7.3,0,0,0,1.85,0.84,1.46,2831.877,2832.053,2832.053,2699.866,1000,2.5,9,0,5,2,2,3
Invesco India Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.28,2,102,2,129,0.21,0.72,1.69,3.29,4.36,5.98,3.54,0.0,0,0,0,1.64,0.91,1.66,1665.582,1665.846,1665.846,1581.63,1000,2.5,9,0,5,2,4,1
Invesco India Gilt Fund - Direct Plan,DT-GL,0,1,0,0.48,2,122,1,22,0.22,0.76,1.26,2.86,4.88,4.21,6.72,7.27,0,0,0,2.46,0.02,0.02,2564.946,2567.902,2567.902,2443.955,1000,2.5,9,0,5,2,2,3
Invesco India Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,3,6435,0.15,0.54,1.65,3.24,5.61,4.28,5.26,6.72,0,0,0,0.35,0.99,4.54,3084.093,3083.489,3084.093,2920.607,1000,10.2,1,0,5,2,2,3
Invesco India Money Market Fund - Direct Plan,DT-MM,0,1,0,0.22,1,122,2,2294,0.15,0.58,1.7,3.26,4.96,5.05,5.83,7.22,0,0,0,0.78,1.16,1.76,2661.456,2660.382,2661.456,2532.612,1000,3.2,9,0,5,2,2,3
Invesco India Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.09,0,38,3,337,0.13,0.49,1.54,3.03,5.35,3.85,0.0,0.0,0,0,0,0.32,-0.08,-0.33,1130.946,1130.744,1130.946,1073.628,1000,3.2,9,0,0,4,4,1
Invesco India Short Term Fund - Direct Plan,DT-SD,0,1,0,0.35,1,122,2,350,0.2,0.69,1.5,3.05,3.92,6.18,6.75,7.52,0,0,0,1.91,0.71,1.23,3284.524,3285.34,3285.34,3131.681,1000,2.5,9,0,5,2,2,3
Invesco India Treasury Advantage Fund - Direct Plan,DT-LD,0,1,0,0.32,1,122,2,1230,0.15,0.53,1.59,3.08,4.94,5.57,6.39,7.45,0,0,0,0.91,1.34,2.84,3323.921,3323.451,3323.921,3167.945,1000,10.2,9,0,5,2,2,3
Invesco India Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.24,1,122,3,818,0.14,0.56,1.69,3.23,5.41,5.06,6.01,7.31,0,0,0,0.54,1.68,3.4,2429.365,2428.64,2429.365,2305.164,1000,3.2,9,0,5,2,2,3
ITI Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.09,0,47,2,32,0.13,0.5,1.61,3.13,5.49,3.87,0.0,0.0,0,0,0,0.34,-0.01,-0.04,1175.233,1175.012,1175.233,1114.22,5000,2.2,3,0,0,4,4,1
ITI Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.08,0,41,1,26,0.12,0.48,1.52,2.98,5.25,3.79,0.0,0.0,0,0,0,0.31,-0.25,-1.01,1140.334,1140.132,1140.334,1083.573,5000,2.2,3,0,0,4,4,1
JM Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.63,1,122,4,43,0.23,0.72,1.31,2.94,4.82,6.02,6.06,7.5,0,0,0,1.61,0.75,1.3,36.94,36.962,36.962,35.232,5000,1.0,5,0,0,4,4,7
JM Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,4,1427,0.14,0.53,1.64,3.23,5.62,4.24,5.29,6.76,0,0,0,0.33,1.01,4.14,61.419,61.407,61.419,58.158,5000,10.2,5,0,0,4,4,2
JM Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.34,1,122,4,151,0.14,0.53,1.58,3.05,5.09,11.47,5.29,6.82,0,0,0,11.62,0.63,16.65,32.114,32.106,32.114,30.566,5000,1.6,5,-1,0,4,4,2
JM Medium to Long Duration Fund - Direct Plan,DT-M to LD,0,1,0,0.48,2,122,2,19,0.27,0.8,1.3,2.82,2.48,4.77,3.08,5.15,0,0,0,2.98,0.16,0.23,57.386,57.44,57.44,54.284,5000,1.0,5,0,0,4,4,7
JM Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.07,0,39,3,116,0.13,0.49,1.55,3.04,5.35,3.89,0.0,0.0,0,0,0,0.31,0.04,0.22,1137.317,1137.113,1137.317,1079.695,5000,3.3,5,0,0,4,4,1
Kotak Banking and PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.37,2,122,3,5257,0.11,0.66,1.45,3.18,4.71,6.74,7.48,8.19,0,0,0,2.02,0.97,1.78,56.715,56.713,56.715,53.738,5000,10.2,8,0,0,4,4,7
Kotak Bond Fund - Direct Plan,DT-M to LD,0,1,0,0.63,1,122,3,1585,0.22,0.85,1.46,3.12,4.13,6.4,7.68,7.65,0,0,0,3.15,0.56,0.67,70.837,70.884,70.884,66.595,5000,10.2,9,0,0,4,4,7
Kotak Bond - Short Term Fund - Direct Plan,DT-SD,0,1,0,0.36,2,122,3,12203,0.14,0.6,1.3,3.03,4.38,6.49,7.23,7.97,0,0,0,1.74,1.07,1.81,47.569,47.577,47.577,45.143,5000,10.2,9,0,0,4,4,2
Kotak Corporate Bond Fund - Standard Plan - Direct Plan,DT-CB,0,1,0,0.32,2,122,3,8881,0.13,0.57,1.34,2.92,4.47,6.34,7.07,7.88,0,0,0,1.52,1.19,2.16,3265.39,3264.923,3265.39,3103.439,5000,8.1,8,0,5,2,2,3
Kotak Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.74,4,122,2,1205,0.2,0.44,0.92,2.25,1.65,5.88,6.41,8.1,0,0,0,2.99,0.29,0.26,27.264,27.249,27.264,26.121,5000,10.2,8,0,0,4,4,7
Kotak Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.4,2,122,4,1992,0.26,0.86,0.81,2.63,3.91,6.55,7.81,8.7,0,0,0,2.91,0.6,0.88,33.333,33.336,33.336,31.573,5000,10.2,9,0,0,4,4,7
Kotak Floating Rate Fund - Direct Plan,DT-Floater,0,1,0,0.22,1,46,2,4796,0.08,0.55,1.5,3.03,4.57,7.0,0.0,0.0,0,0,0,2.35,1.03,1.87,1279.727,1279.619,1279.727,1215.08,5000,3.9,2,0,0,4,4,1
Kotak Gilt Investment - Direct Plan,DT-GL,0,1,0,0.41,1,122,4,1699,0.19,0.88,1.65,3.49,5.18,6.33,8.35,8.31,0,0,0,3.27,0.69,0.88,90.184,90.239,90.239,84.359,5000,10.2,9,0,0,4,4,7
Kotak Gilt Investment Provident Fund and Trust Plan - Direct Plan,DT-GL,0,1,0,0.4,1,122,4,1699,0.19,0.89,1.65,3.49,5.18,6.32,8.35,8.35,0,0,0,3.27,0.69,0.88,92.352,92.408,92.408,86.386,5000,10.2,9,0,0,4,4,7
Kotak Liquid - Direct Plan,DT-LIQ,0,1,0,0.15,2,122,2,33221,0.15,0.55,1.66,3.24,5.59,4.3,5.25,6.69,0,0,0,0.35,1.01,4.02,4538.899,4538.027,4538.899,4299.003,100,10.2,8,0,5,2,2,3
Kotak Low Duration Fund - Standard Plan - Direct Plan,DT-LD,0,1,0,0.43,2,122,3,7420,0.12,0.57,1.7,3.3,5.4,6.19,6.93,7.95,0,0,0,1.28,1.42,2.64,3050.85,3049.743,3050.85,2891.28,5000,8.1,8,0,5,2,2,3
Kotak Medium Term Fund - Direct Plan,DT-MD,0,1,0,0.58,3,108,4,1934,0.23,0.61,0.82,2.46,4.04,6.98,6.6,0.0,0,0,0,3.48,0.49,0.53,20.515,20.51,20.515,19.518,5000,9.1,8,0,0,4,4,7
Kotak Money Market Fund - Direct Plan,DT-MM,0,1,0,0.26,2,122,3,14248,0.15,0.58,1.74,3.3,5.6,5.11,6.05,7.12,0,0,0,0.47,2.08,4.41,3817.186,3815.662,3817.186,3615.566,5000,10.2,8,0,5,2,2,3
Kotak Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.07,0,50,3,9000,0.13,0.49,1.56,3.05,5.38,3.86,0.0,0.0,0,0,0,0.32,-0.02,-0.11,1193.817,1193.6,1193.817,1132.971,5000,4.2,8,0,0,4,4,1
Kotak Savings Fund - Direct Plan,DT-USD,0,1,0,0.37,1,122,3,12325,0.12,0.55,1.69,3.24,5.54,5.24,6.16,7.37,0,0,0,0.55,1.95,4.36,37.953,37.942,37.953,35.973,5000,10.2,2,0,0,4,4,2
LIC MF Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.28,2,122,3,1190,0.16,0.63,1.39,2.85,4.2,5.74,6.81,7.31,0,0,0,1.49,0.66,1.28,31.25,31.257,31.257,29.904,5000,6.6,5,0,0,4,4,7
LIC MF Bond Fund - Direct Plan,DT-M to LD,0,1,0,0.21,2,122,2,112,0.12,0.57,1.18,2.4,4.4,4.67,6.24,6.84,0,0,0,2.54,0.12,0.16,63.497,63.555,63.555,59.713,5000,6.6,5,0,0,4,4,7
LIC MF Government Securities Fund - Direct Plan,DT-GL,0,1,0,0.76,2,122,3,47,0.21,0.79,1.2,2.2,3.31,4.86,7.71,7.53,0,0,0,2.23,0.38,0.56,54.691,54.745,54.745,52.528,10000,6.6,5,0,0,4,4,7
LIC MF Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.16,2,122,3,5996,0.15,0.54,1.67,3.25,5.6,4.37,5.34,6.74,0,0,0,0.37,1.17,5.69,4079.325,4078.533,4079.325,3863.265,5000,7.5,4,0,5,2,2,3
LIC MF Nifty 8-13 yr G-Sec Exchange Traded Fund,DT-GL,0,1,0,0.16,2,99,2,1047,0.26,0.79,1.4,2.71,3.51,3.86,6.63,0.0,0,0,0,3.45,-0.03,-0.04,23.003,23.027,23.027,21.445,5000,6.6,5,0,0,4,4,7
LIC MF Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.07,0,44,4,952,0.13,0.49,1.55,3.05,5.39,3.89,0.0,0.0,0,0,0,0.32,0.04,0.19,1160.272,1160.064,1160.272,1101.043,5000,3.7,4,0,0,4,4,1
LIC MF Savings Fund - Direct Plan,DT-LD,0,1,0,0.27,1,122,3,707,0.17,0.61,1.65,3.12,5.04,5.85,5.58,7.09,0,0,0,1.0,1.44,4.09,36.115,36.096,36.115,34.384,5000,7.5,4,0,0,4,4,2
LIC MF Short Term Debt Fund - Direct Plan,DT-SD,0,1,0,0.37,2,49,2,111,0.21,0.67,1.51,2.96,3.71,5.67,0.0,0.0,0,0,0,1.57,0.66,1.1,12.933,12.933,12.933,12.346,5000,4.2,5,0,0,4,4,7
LIC MF Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.3,0,40,1,41,0.14,0.49,1.51,2.97,5.05,4.49,0.0,0.0,0,0,0,0.37,0.7,1.52,1150.045,1149.71,1150.045,1094.756,5000,3.3,4,0,0,4,4,1
Mahindra Manulife Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.51,2,55,2,67,0.26,0.66,1.32,2.96,3.43,4.37,0.0,0.0,0,0,0,1.64,-0.07,-0.09,12.699,12.702,12.702,12.037,1000,4.7,7,0,0,4,4,7
Mahindra Manulife Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,80,5,514,0.15,0.55,1.67,3.28,5.71,4.42,5.41,0.0,0,0,0,0.35,1.34,5.74,1461.658,1461.367,1461.658,1382.899,1000,6.7,7,0,0,4,4,2
Mahindra Manulife Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.37,2,73,3,396,0.14,0.55,1.67,3.24,5.19,5.48,6.39,0.0,0,0,0,0.74,1.69,3.16,1470.174,1469.741,1470.174,1397.542,1000,6.1,7,0,0,4,4,2
Mahindra Manulife Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.12,0,44,4,346,0.13,0.49,1.56,3.05,5.38,3.91,0.0,0.0,0,0,0,0.32,0.1,0.41,1158.65,1158.441,1158.65,1099.58,1000,3.7,7,0,0,4,4,1
Mahindra Manulife Ultra Short Duration Fund - Direct Plan,DT-USD,0,1,0,0.35,2,41,4,170,0.14,0.56,1.7,3.27,5.49,5.12,0.0,0.0,0,0,0,0.56,1.87,4.0,1189.719,1189.309,1189.719,1128.063,1000,3.5,7,0,0,4,4,2
Mirae Asset Cash Management Fund - Direct Plan,DT-LIQ,0,1,0,0.14,1,122,3,5983,0.14,0.54,1.66,3.26,5.65,4.34,5.32,6.59,0,0,0,0.35,1.2,6.92,2371.542,2371.085,2371.542,2244.929,5000,2.2,2,0,5,2,2,3
Mirae Asset Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.18,2,72,2,213,0.27,0.56,1.14,3.01,2.83,4.54,7.21,0.0,0,0,0,2.77,0.36,0.48,14.792,14.783,14.792,13.963,5000,0.2,2,0,0,4,4,7
Mirae Asset Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.11,0,41,5,632,0.13,0.49,1.56,3.07,5.4,3.95,0.0,0.0,0,0,0,0.31,0.25,1.46,1147.335,1147.126,1147.335,1088.662,5000,2.2,2,0,0,4,4,1
Mirae Asset Savings Fund - Direct Plan,DT-LD,0,1,0,0.43,2,122,3,606,0.14,0.51,1.58,3.08,5.22,5.57,5.86,6.85,0,0,0,0.84,1.44,3.18,2064.5,2064.052,2064.5,1962.645,5000,0.6,1,0,5,2,2,3
Mirae Asset Short Term Fund - Direct Plan,DT-SD,0,1,0,0.28,1,60,3,406,0.15,0.57,1.47,3.01,4.49,6.08,6.69,0.0,0,0,0,1.45,1.07,1.74,13.865,13.866,13.866,13.183,5000,1.7,2,0,0,4,4,7
Motilal Oswal Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.21,1,51,1,485,0.14,0.52,1.54,3.03,5.23,3.84,0.0,0.0,0,0,0,0.31,-0.13,-0.59,11.976,11.974,11.976,11.382,500,0.3,2,0,0,4,4,1
Motilal Oswal Ultra Short Term Fund - Direct Plan,DT-USD,0,1,0,0.58,0,114,1,102,0.14,0.49,1.36,2.76,4.65,3.89,1.85,0.0,0,0,0,0.39,0.1,0.21,15.051,15.046,15.051,14.384,500,0.3,2,0,0,4,4,7
Navi Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.15,1,122,5,96,0.14,0.52,1.59,3.14,5.64,4.24,5.2,6.75,0,0,0,0.33,0.95,2.71,24.615,24.61,2411.579,24.124,10,1.1,1,0,0,4,4,2
Nippon India Banking & PSU Debt Fund - Direct Plan,DT-BK & PSU,0,1,0,0.33,2,94,4,4009,0.19,0.57,1.47,3.0,4.15,6.94,7.41,0.0,0,0,0,1.91,1.08,1.82,17.939,17.936,17.939,17.072,5000,2.7,6,0,0,4,4,2
Nippon India Corporate Bond Fund - Direct Plan,DT-CB,0,1,0,0.32,2,122,5,1702,0.23,0.59,1.47,3.31,5.07,6.75,6.98,7.88,0,0,0,1.39,1.59,2.56,51.952,51.935,51.952,49.135,1000,3.1,6,0,0,4,4,2
Nippon India Credit Risk Fund - Direct Plan,DT-CR,0,1,0,0.98,4,122,2,927,0.16,0.51,1.48,3.28,4.77,9.5,4.4,7.04,0,0,0,7.94,0.1,0.07,31.26,31.251,31.26,29.544,500,3.1,2,0,0,4,4,7
Nippon India Dynamic Bond Fund - Direct Plan,DT-DB,0,1,0,0.28,2,122,1,3340,0.14,0.48,1.07,2.54,3.57,5.6,6.71,7.63,0,0,0,4.27,0.35,0.44,32.807,32.8,32.807,30.731,5000,2.7,6,0,0,4,4,7
Nippon India ETF Nifty 1D Rate Liquid BeES,DT-LIQ,0,1,0,0.69,0,236,2,7004,0.11,0.43,1.31,2.64,4.62,3.12,3.67,4.95,0,0,0,0.32,-2.31,-8.91,1000.0,1000.0,1000.0,1000.0,100000,10.3,3,-1,7,4,4,1
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,DT-GL,0,1,0,0.1,2,80,2,1329,0.25,0.78,1.41,2.8,3.58,3.85,6.8,0.0,0,0,0,3.43,-0.03,-0.04,23.349,23.374,23.374,21.739,5000,2.0,3,0,0,4,4,7
Nippon India Floating Rate Fund - Direct Plan,DT-Floater,0,1,0,0.27,2,122,3,7288,0.18,0.44,1.37,3.07,4.51,6.92,7.09,7.86,0,0,0,1.72,1.3,2.62,39.39,39.381,39.39,37.562,5000,3.1,6,0,0,4,4,2
Nippon India Gilt Securities Fund - Direct Plan,DT-GL,0,1,0,0.63,2,122,3,1159,0.25,0.78,1.35,3.05,4.36,5.45,8.3,9.17,0,0,0,2.95,0.42,0.53,35.388,35.417,35.417,33.341,5000,2.0,4,0,0,4,4,7
Nippon India Income Fund - Direct Plan,DT-M to LD,0,1,0,0.58,2,122,3,239,0.28,0.73,1.37,3.69,5.99,5.77,7.89,7.85,0,0,0,3.02,0.48,0.56,82.825,82.889,82.889,77.438,5000,3.1,6,0,0,4,4,7
Nippon India Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.2,2,122,3,25358,0.15,0.55,1.67,3.27,5.62,4.36,5.37,6.78,0,0,0,0.36,1.18,4.91,5495.305,5494.243,5495.305,5203.074,1000,9.5,6,0,5,2,2,3
Nippon India Low Duration Fund - Direct Plan,DT-LD,0,1,0,0.37,1,122,4,6232,0.15,0.54,1.62,3.22,5.28,6.16,6.5,7.6,0,0,0,0.97,1.84,2.81,3330.605,3329.82,3330.605,3163.731,500,10.2,6,0,5,2,2,3
Nippon India Money Market Fund - Direct Plan,DT-MM,0,1,0,0.21,1,122,5,10718,0.15,0.58,1.76,3.37,5.74,5.31,6.25,7.21,0,0,0,0.52,2.25,5.65,3536.715,3535.387,3536.715,3345.529,500,3.1,6,0,5,2,2,3
Nippon India Nivesh Lakshya Fund - Direct Plan,DT-LONG D,0,1,0,0.25,2,56,2,2949,0.2,0.51,1.89,3.44,5.15,4.9,0.0,0.0,0,0,0,5.31,0.18,0.23,14.934,14.96,14.96,13.556,5000,2.0,4,0,0,4,4,7
Nippon India Overnight Fund - Direct Plan,DT-OVERNHT,0,1,0,0.08,0,51,4,8861,0.13,0.49,1.56,3.06,5.4,3.89,0.0,0.0,0,0,0,0.32,0.07,0.38,120.164,120.143,120.164,114.018,100,4.3,6,0,0,4,4,1
Nippon India Short Term Fund - Direct Plan,DT-SD,0,1,0,0.34,2,122,4,5147,0.17,0.54,1.38,3.09,4.28,6.73,7.18,8.06,0,0,0,1.59,1.38,2.31,47.399,47.402,47.402,45.038,100,3.1,6,0,0,4,4,2
Nippon India Strategic Debt Fund - Direct Plan,DT-MD,0,1,0,1.4,5,105,2,151,0.14,0.38,0.86,2.6,2.73,8.29,-0.87,0.0,0,0,0,16.99,-0.28,-0.16,13.768,13.769,13.769,13.207,5000,3.1,2,0,0,4,4,7
Nippon India Ultra Short Duration Fund - Direct Plan,DT-USD,0,1,0,0.38,2,122,5,5115,0.15,0.56,1.74,3.39,5.94,6.96,5.91,7.05,0,0,0,1.84,1.37,2.66,3731.401,3730.246,3731.401,3523.489,100,9.5,6,0,5,2,2,3
Parag Parikh Liquid Fund - Direct Plan,DT-LIQ,0,1,0,0.17,1,58,1,1457,0.13,0.51,1.55,3.04,5.27,3.95,0.0,0.0,0,0,0,0.31,0.26,1.1,1253.107,1252.884,1253.107,1190.512,5000,4.9,1,0,0,4,4,1
